RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8COM1,Q8COM2,Q8COM3,Q8COM4,Q8COM5,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHEKCRATE,Q12COM1,Q12COM2,Q12COM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,NETPRO,Q16LIVE,Q17ZIP,Q17COUNTRY,HOME,Q19AGE,Q20GENDER,Q21INCOME,Q22FLY,Q23SJC,Q23OAK,LANG,WEIGHT,Hi,HOWLONG,Q17CITY,Q17STATE
496,271,154,8,MON,50,D,3,2,1,2,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,5:40 PM,12/31/1899 06:40:00 PM,1,,,5,,,,2,1,2,2,6,1,2,3,3,3,4,2,3,6,6,3,4,3,6,2,6,3,0,,,,,4,6,6,4,3,3,0,,,4,0,,,1,5,1,,,5,3,4,4,2,,,,6,1,94109,US,1,3,2,0,1,4,1,1,1.4778779661,,60,SAN FRANCISCO,CA
497,270,154,8,MON,50,D,3,2,1,2,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,N,12/31/1899 06:40:00 PM,1,,,5,,,,1,2,1,2,1,1,1,3,4,4,4,4,4,4,4,5,6,6,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,3,,,0,,,,,5,5,5,5,2,,,,10,3,90069,US,10,3,2,2,2,2,4,1,1.4778779661,,,WEST HOLLYWOOD,CA
498,269,154,8,MON,50,D,3,2,1,2,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,17:00:00,12/31/1899 06:40:00 PM,1,,,5,,,,2,1,2,2,1,1,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,202,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,5,0,5,5,1,32,,,8,3,2130,US,12,3,2,4,2,2,2,1,1.4778779661,,100,BOSTON,MA
499,268,154,8,MON,50,D,3,2,1,2,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,5:40 PM,12/31/1899 06:40:00 PM,1,,,6,,,,2,1,1,2,5,1,4,4,4,4,3,3,3,3,3,3,3,3,4,3,6,4,0,,,,,4,4,6,4,3,4,0,,,4,0,,,2,,,,,5,4,4,5,2,,,,8,1,96127,US,1,5,1,4,1,2,1,1,1.4778779661,,60,SAN FRANCISCO,CA
500,267,154,8,MON,50,D,3,2,1,2,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,5:45 PM,12/31/1899 06:40:00 PM,1,,,1,,,1,0,0,1,0,4,1,4,3,3,3,5,4,3,3,3,3,4,4,4,3,6,4,11,102,151,,,5,4,6,4,4,4,0,,,5,0,,,0,,,,,5,3,4,4,1,24,,,7,1,94105,US,1,4,2,2,2,1,1,1,1.4778779661,,55,SAN FRANCISCO,CA
501,266,154,8,MON,50,D,3,2,1,2,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,4:50 PM,12/31/1899 06:40:00 PM,3,,,2,,,,1,1,2,1,3,1,4,4,4,4,4,4,4,5,5,5,4,4,4,6,6,5,0,,,,,4,4,6,5,5,5,0,,,4,0,,,1,5,2,,,5,4,5,5,2,,,,9,3,90405,US,10,7,2,1,2,2,2,1,1.4778779661,,110,SANTA MONICA,CA
742,2522,399,25,THUR,4,A,3,3,1,2,AEROMEXICO,GUADALAJARA,663,2,23,4,2,9:10 PM,12/31/1899 11:56:00 PM,6,,,2,,,,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blank,0,,,,,5,5,5,5,5,5,1,,,5,11,,,1,5,0,,,2,0,3,0,2,,,,11,0,,,99,8,4,0,4,4,4,2,0.723115625,,166,,
502,265,154,8,MON,50,D,3,2,1,2,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,5:30 PM,12/31/1899 06:40:00 PM,1,,,5,,,,0,1,0,0,4,1,4,3,4,4,3,3,3,6,6,2,6,6,6,6,6,4,0,,,,,4,6,6,4,3,4,0,,,4,0,,,1,4,0,,,5,5,5,5,2,,,,10,3,90069,US,10,5,2,4,1,1,1,1,1.4778779661,,70,LOS ANGELES,CA
503,264,154,8,MON,50,D,3,2,1,1,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,17:00:00,12/31/1899 06:40:00 PM,2,,,2,,,,2,1,2,1,3,1,4,5,5,5,5,5,4,5,5,5,5,4,5,6,6,5,1,104,,,,5,4,6,4,4,4,0,,,5,1,2,,2,,,,,7,5,5,5,2,,,,10,1,94402,US,2,2,1,2,2,2,2,1,1.4778779661,,100,SAN MATEO,CA
504,263,154,8,MON,50,D,3,2,1,1,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,17:00:00,12/31/1899 06:40:00 PM,1,,,6,,,,2,2,2,2,3,1,4,4,6,6,3,4,4,6,6,5,2,6,5,6,6,4,52,,,,,5,5,6,6,5,5,0,,,5,9,,,2,,,,,5,5,5,5,2,,,,10,1,94070,US,2,3,1,4,2,1,2,1,1.4778779661,,100,SAN CARLOS,CA
505,262,154,8,MON,50,D,3,2,1,1,VIRGIN AMERICA,LOS ANGELES,938,30,34,1,4,5:30 PM,12/31/1899 06:40:00 PM,3,,,9,,,,2,2,2,1,3,1,4,5,5,5,5,5,5,6,6,5,5,5,5,6,5,5,5,33,,,,5,5,5,5,5,5,0,,,5,1,,,1,5,2,,,5,5,5,5,2,,,,10,3,90068,US,10,3,2,4,2,2,2,1,1.4778779661,,70,LOS ANGELES,CA
506,2057,351,22,MON,2,A,1,3,1,1,AVIANCA,SAN SALVADOR,565,11,56,5,1,5:00:00,12/31/1899 06:55:00 AM,3,,,4,,,,1,2,2,2,2,1,3,5,4,4,4,4,4,4,4,4,4,3,4,3,1,4,0,,,,,5,6,4,4,4,4,0,,,5,15,,,2,,,,,5,5,5,3,2,,,,10,1,94118,US,1,4,2,2,1,2,1,1,0.723115625,,115,SAN FRANCISCO,CA
507,2058,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,4:30:00,12/31/1899 06:55:00 AM,2,,,5,,,,1,2,2,1,4,1,2,5,4,4,5,4,5,6,6,5,5,6,5,6,6,4,0,,,,,5,5,6,5,4,4,0,,,5,0,,,0,,,,,1,5,5,5,2,,,,10,1,94704,US,3,2,1,1,3,2,1,1,0.723115625,,145,BERKELEY,CA
508,2059,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,5:00:00,12/31/1899 06:55:00 AM,3,,,2,,,,1,1,2,1,1,1,4,5,6,5,5,5,5,5,5,5,5,4,6,6,6,Blank,3,,,,,5,6,6,6,5,5,0,,,4,0,,,2,,,,,5,5,5,4,2,,,,10,3,,CHILE,14,3,1,1,3,2,2,1,0.723115625,,115,SANTIAGO,
509,2060,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,5:00:00,12/31/1899 06:55:00 AM,1,,,5,,,,2,1,2,2,6,1,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,0,,,,,3,3,4,3,3,3,0,,,3,0,,,2,,,,,7,3,3,3,2,,,,4,1,95014,US,4,4,1,3,1,1,2,1,0.723115625,,115,CUPERTINO,CA
510,2061,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,5:00:00,12/31/1899 06:55:00 AM,2,,,3,,,,1,0,0,1,2,1,4,3,3,3,3,3,3,3,3,3,3,3,6,6,6,3,0,,,,,3,6,6,6,3,3,0,,,4,0,,,2,,,,,11,0,3,3,2,,,,6,3,,CHILE,14,3,2,1,2,2,2,1,0.723115625,,115,VINA DEL MAR,
511,2062,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,5:00:00,12/31/1899 06:55:00 AM,1,,,4,,,,1,0,1,0,3,1,4,2,3,3,4,4,2,0,0,0,3,0,4,2,0,3,0,,,,,4,4,0,4,4,4,0,,,4,0,,,2,,,,,5,4,4,2,2,,,,7,1,,US,1,6,1,4,2,2,2,1,0.723115625,,115,SAN FRANCISCO,CA
512,2063,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,5:00:00,12/31/1899 06:55:00 AM,1,,,5,,,,2,1,1,2,3,1,1,3,2,3,3,3,3,3,3,1,4,3,3,3,3,3,0,,,,,3,3,3,3,2,3,0,,,3,0,,,2,,,,,6,3,3,3,2,,,,5,1,,US,2,4,1,2,2,2,2,1,0.723115625,,115,FOSTER CITY,CA
513,2064,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,4:00:00,12/31/1899 06:55:00 AM,2,,,2,,,,1,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,4,15,,,3,,,,,7,4,4,4,2,,,,9,1,95051,US,4,2,2,1,2,2,2,1,0.723115625,,175,SANTA CLARA,CA
514,2065,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,3:50 AM,12/31/1899 06:55:00 AM,2,,,5,,,,1,1,0,1,1,2,1,4,2,3,3,4,3,3,3,5,6,6,3,6,4,5,102,,,,,5,5,5,5,3,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,10,3,,HONDURAS,14,4,2,3,2,2,2,1,0.723115625,,185,SAN PEDRO SOLA,
515,2066,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,4:50 AM,12/31/1899 06:55:00 AM,3,,,2,,,,1,2,2,1,1,1,4,6,6,3,5,5,5,6,6,4,5,6,5,6,6,5,0,,,,,5,5,5,5,5,5,0,,,3,14,,,2,,,,,1,5,5,5,2,,,,5,1,94618,US,3,2,2,3,2,4,1,1,0.723115625,,125,OAKLAND,CA
516,2067,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,4:50 AM,12/31/1899 06:55:00 AM,2,,,2,,,,1,2,2,1,1,1,4,6,6,6,3,5,3,6,6,4,3,3,6,6,6,4,205,,,,,4,6,6,6,6,4,0,,,3,11,,,2,,,,,1,5,5,4,2,,,,5,1,94611,US,3,2,2,2,2,2,1,1,0.723115625,,125,OAKLAND,CA
517,2068,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,5:00:00,12/31/1899 06:55:00 AM,2,,,5,,,,1,2,2,1,3,2,4,2,3,3,2,3,3,1,1,4,3,2,4,3,6,4,1,101,75,60,,4,4,6,4,3,4,0,,,5,0,,,0,,,,,5,0,0,0,0,,,,11,1,94116,US,1,4,1,2,2,2,1,1,0.723115625,,115,SAN FRANCISCO,CA
518,2069,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,3:20 AM,12/31/1899 06:55:00 AM,3,,,2,,,,1,2,2,2,1,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,1,5,0,,,2,4,4,4,2,,,,9,1,94521,US,5,6,2,1,2,2,2,2,0.723115625,,215,CONCORD,CA
519,2070,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,N,12/31/1899 06:55:00 AM,3,,,2,,,,0,2,2,2,1,1,4,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,0,,,,,5,0,0,5,4,4,0,,,5,0,,,2,,,,,3,5,5,5,2,,,,10,3,,ARGENTINA,14,6,2,2,3,2,2,2,0.723115625,,,FORMOSA,
520,2071,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,4:50 AM,12/31/1899 06:55:00 AM,2,,,1,,,2,0,0,0,1,2,1,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,204,75,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,2,4,4,4,2,,,,8,1,,US,5,7,1,2,2,2,2,2,0.723115625,,125,LAFAYETTE,CA
521,2072,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,N,12/31/1899 06:55:00 AM,2,,,0,,,,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,1,,,,,4,4,4,4,4,4,0,,,3,0,,,3,,,,,5,0,2,0,2,,,,10,1,,,90,6,2,1,2,2,2,2,0.723115625,,,,
522,2073,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,4:00:00,12/31/1899 06:55:00 AM,3,,,2,,,,1,0,0,0,1,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,0,,,,,6,6,6,0,3,3,0,,,5,0,,,1,4,0,,,2,4,3,3,2,,,,8,1,94806,US,5,3,2,2,3,2,2,2,0.723115625,,175,SAN PABLO,CA
523,2074,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,4:40 AM,12/31/1899 06:55:00 AM,0,,,2,,,,1,2,2,2,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22,,,,,5,5,5,5,5,5,0,,,3,6,,,1,5,1,,,5,5,5,5,2,,,,10,3,,HONDURAS,14,5,2,0,2,3,3,2,0.723115625,,135,COMAYAGUA,
524,2075,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,N,12/31/1899 06:55:00 AM,0,,,2,,,,1,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Blank,1,,,,,5,0,0,0,0,0,0,,,3,0,,,1,5,0,,,1,3,5,0,2,,,,1,0,,,99,5,2,0,4,2,4,2,0.723115625,,,,
525,2076,351,22,MON,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,21:00:00,12/31/1899 06:55:00 AM,3,,,3,,,,1,0,0,1,1,1,2,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,51,,,,,5,0,0,5,5,5,0,,,5,16,,,3,,,,,11,5,3,5,2,,,,8,3,,CANADA,13,4,2,2,3,1,4,3,0.723115625,,595,TORONTO,ON
526,2418,429,30,TUE,88,F,3,2,1,1,UNITED,NEWARK,1799,28,44,2,4,6:55 PM,12/31/1899 08:50:00 PM,3,,,9,,,,2,2,2,2,1,1,4,4,3,3,2,5,4,6,6,6,2,6,5,6,1,4,74,14,31,,,4,5,3,6,6,5,0,,,4,10,,,2,,,,,5,4,4,5,2,,,,10,3,7640,US,12,6,2,4,2,2,2,1,1.6329600946,,115,HARINGTON PARK,NJ
527,2419,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,7:30 PM,12/31/1899 08:50:00 PM,1,3,,5,,,,1,2,2,1,3,1,4,4,4,3,3,3,4,3,3,4,3,3,3,6,3,3,5,,,,,3,3,3,3,3,3,2,,,3,7,,,1,5,1,,,7,3,6,5,2,,,,7,1,94041,US,4,5,1,4,1,1,2,1,1.6329600946,,80,MOUNTAIN VIEW,CA
528,2420,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,18:30:00,12/31/1899 08:50:00 PM,2,,,5,,,,2,1,2,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,107,,,,,5,0,0,5,5,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,10,3,,US,12,3,1,0,2,2,2,1,1.6329600946,,140,JERSEY CITY,NJ
529,2421,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,7:42 PM,12/31/1899 08:50:00 PM,1,,,1,,,1,2,2,2,2,4,1,4,5,3,3,4,4,4,2,2,3,4,3,6,3,6,4,12,17,,,,3,6,6,5,4,4,0,,,4,0,,,0,,,,,1,5,5,5,2,,,,8,1,94536,US,3,4,1,4,1,1,1,1,1.6329600946,,68,FREMONT,CA
530,2422,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,19:00:00,12/31/1899 08:50:00 PM,2,,,2,,,,1,2,2,2,2,1,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4,0,,,,,5,6,6,0,0,0,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,11,0,,,99,8,4,0,4,4,4,1,1.6329600946,,110,,
531,2423,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,7:30 PM,12/31/1899 08:50:00 PM,3,,,2,,,,2,2,2,3,3,1,2,3,3,3,4,5,4,3,4,3,4,6,6,6,6,4,73,,,,,4,6,6,6,3,4,0,,,5,0,,,3,,,,,7,3,2,4,2,,,,8,3,7306,US,12,2,2,2,2,2,2,1,1.6329600946,,80,JERSEY CITY,NJ
532,2424,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,11:00:00,12/31/1899 08:50:00 PM,2,3,,3,,,,1,2,2,1,1,1,1,5,5,3,4,5,4,5,5,5,6,6,6,6,6,5,0,,,,,5,6,6,5,4,5,0,,,5,4,,,0,,,,,11,5,5,5,2,,,,9,0,,,99,8,4,0,4,4,4,1,1.6329600946,,590,,
533,2425,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,19:00:00,12/31/1899 08:50:00 PM,2,,,2,,,,2,1,2,2,1,1,2,4,4,4,4,3,0,4,0,6,4,4,6,6,6,5,0,,,,,5,0,0,0,5,5,0,,,5,0,,,0,,,,,5,5,5,5,2,,,,10,3,6510,US,12,3,2,4,2,2,4,1,1.6329600946,,110,NEW HAVEN,CT
534,2426,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,17:00:00,12/31/1899 08:50:00 PM,2,3,,3,,,,0,0,1,1,4,1,2,5,4,4,6,6,6,6,6,6,6,6,6,6,6,Blank,14,,,,,6,6,6,5,5,5,0,,,5,0,,,0,,,,,11,0,0,0,1,51,,,10,3,,US,12,3,2,1,2,2,2,1,1.6329600946,,230,NEW YORK,NY
535,2427,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,7:30 PM,12/31/1899 08:50:00 PM,3,,,13,,,,2,2,2,2,3,1,3,4,4,3,4,4,4,4,3,3,4,3,3,3,3,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,5,0,,,9,3,4,4,2,,,,9,1,,US,7,7,1,3,2,4,1,1,1.6329600946,,80,SONOMA,CA
536,2428,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,20:00:00,12/31/1899 08:50:00 PM,2,,,3,,,,2,2,2,2,1,2,1,6,6,6,6,6,5,6,6,5,6,6,6,6,6,Blank,0,,,,,5,6,6,5,5,5,0,,,4,0,,,4,,,,,11,0,0,0,0,,,,11,0,,,99,8,4,0,4,4,4,1,1.6329600946,,50,,
537,2429,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,5:30 PM,12/31/1899 08:50:00 PM,3,,,3,,,,0,1,1,0,1,1,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,501,,,,,5,5,5,5,5,5,0,,,4,16,,,2,,,,,11,5,5,5,2,,,,10,2,95519,US,10,5,1,2,2,2,2,1,1.6329600946,,200,MCKINLEYVILLE,CA
538,2430,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,19:00:00,12/31/1899 08:50:00 PM,1,,,3,,,,2,1,2,2,4,1,3,6,4,3,3,4,3,6,6,6,6,6,6,6,6,5,0,,,,,5,6,6,4,0,5,0,,,5,0,,,2,,,,,11,3,4,6,2,,,,7,3,10036,US,12,3,1,3,1,2,2,1,1.6329600946,,110,NEW YORK,NY
539,2431,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,19:00:00,12/31/1899 08:50:00 PM,3,,,2,,,,2,1,1,2,4,1,4,4,2,3,5,5,4,4,3,6,4,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,1,3,5,5,2,,,,10,1,94536,US,3,5,4,4,1,1,1,1,1.6329600946,,110,FREMONT,CA
540,2432,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,19:00:00,12/31/1899 08:50:00 PM,3,,,13,,,,2,2,2,2,1,1,4,0,3,3,5,5,4,4,4,3,3,0,6,6,6,4,0,,,,,4,6,6,4,3,3,0,,,5,0,,,1,0,0,,,0,4,4,0,2,,,,8,3,,US,12,6,2,0,2,2,2,1,1.6329600946,,110,GLEN ROCK,NJ
541,2433,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,5:30 PM,12/31/1899 08:50:00 PM,1,,,9,,,,1,1,1,2,2,1,1,4,4,4,5,5,5,6,6,6,5,6,4,6,4,4,0,,,,,5,4,4,4,4,5,0,,,4,0,,,2,,,,,5,3,5,5,2,,,,9,3,,,99,3,2,0,2,2,2,1,1.6329600946,,200,,
542,2434,429,30,TUE,88,F,3,2,1,2,UNITED,NEWARK,1799,28,44,2,4,6:30 PM,12/31/1899 08:50:00 PM,3,,,3,,,,2,2,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,5,5,5,5,5,5,1,,,5,0,,,2,,,,,11,5,5,5,2,,,,10,3,,,99,6,2,1,2,2,2,2,1.6329600946,,140,,
543,469,282,15,MON,25,B,2,1,1,1,SOUTHWEST,BURBANK,3172,25,8,1,1,11:00:00,12/31/1899 01:00:00 PM,2,,,9,,,,1,2,1,2,1,1,4,4,4,4,4,5,5,5,5,6,5,6,5,6,5,4,5,103,,,,5,5,5,5,4,5,0,,,5,16,,,1,3,1,,,6,5,5,5,2,,,,9,3,91006,US,10,4,1,3,2,2,2,1,1.1156485207,,120,ARCADIA,CA
544,468,282,15,MON,25,B,2,1,1,1,SOUTHWEST,BURBANK,3172,25,8,1,1,10:45 AM,12/31/1899 01:00:00 PM,2,,,5,,,,1,2,2,2,3,1,1,4,5,5,5,5,5,5,5,5,5,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,4,11,,,1,5,1,,,5,4,4,4,2,,,,10,3,,PHILIPPINES,16,3,1,1,1,2,2,1,1.1156485207,,135,MANILA,
545,470,282,15,MON,25,B,2,1,1,2,SOUTHWEST,BURBANK,3172,25,8,1,1,11:00:00,12/31/1899 01:00:00 PM,6,,,5,,,,1,2,2,2,1,1,4,3,3,3,3,3,3,3,6,6,4,6,6,6,6,3,6,,,,,4,6,6,6,6,3,0,,,3,6,,,1,5,0,,,5,3,3,3,2,,,,5,3,91423,US,10,6,1,4,2,2,1,1,1.1156485207,,120,LOS ANGELES,CA
546,471,282,15,MON,25,B,2,1,1,2,SOUTHWEST,BURBANK,3172,25,8,1,1,11:40:00,12/31/1899 01:00:00 PM,3,,,2,,,,0,1,1,0,3,1,3,4,3,3,4,4,4,3,3,4,4,6,4,6,6,4,101,,,,,4,3,6,4,3,4,0,,,4,1,,,1,5,1,,,6,5,4,4,2,,,,8,3,91741,US,10,6,2,0,2,1,1,1,1.1156485207,,80,GLENDORA,CA
547,472,282,15,MON,25,B,2,1,1,2,SOUTHWEST,BURBANK,3172,25,8,1,1,11:30 AM,12/31/1899 01:00:00 PM,2,,,5,,,,1,0,1,1,1,2,1,2,3,3,4,3,4,3,3,4,4,3,3,4,4,4,1,208,,,,4,4,4,4,3,4,0,,,3,2,,,2,,,,,5,4,5,5,2,,,,10,3,91605,US,10,3,2,1,2,2,2,1,1.1156485207,,90,SUN VALLEY,CA
548,473,282,15,MON,25,B,2,1,1,2,SOUTHWEST,BURBANK,3172,25,8,1,1,11:30 AM,12/31/1899 01:00:00 PM,3,,,13,,,,0,0,0,1,1,1,4,0,6,6,5,5,5,6,6,4,6,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,5,16,,,1,5,1,,,9,3,5,5,2,,,,10,3,91307,US,10,6,2,3,2,2,2,1,1.1156485207,,90,BELL CANYON,CA
549,474,282,15,MON,25,B,2,1,1,2,SOUTHWEST,BURBANK,3172,25,8,1,1,11:30 AM,12/31/1899 01:00:00 PM,2,,,13,,,,2,2,2,2,3,1,4,3,4,4,5,3,5,3,3,5,5,6,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,1,5,1,,,3,5,5,5,2,,,,10,3,91108,US,10,7,2,4,2,2,2,1,1.1156485207,,90,SAN MARINO,CA
550,475,282,15,MON,25,B,2,1,1,2,SOUTHWEST,BURBANK,3172,25,8,1,1,11:30 AM,12/31/1899 01:00:00 PM,3,,,2,,,,1,1,1,0,3,1,4,5,5,5,4,4,5,4,4,3,4,5,6,6,6,5,12,,,,,4,6,6,4,4,4,0,,,5,0,,,1,5,1,,,6,5,5,5,2,,,,10,1,94002,US,2,7,2,1,2,1,2,1,1.1156485207,,90,BELMONT,CA
551,539,234,13,SAT,92,G,1,3,1,1,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,12/31/1899 10:30:00 AM,2,,,3,,,,2,2,2,2,1,1,1,6,2,1,3,3,4,6,6,6,6,6,6,6,6,3,14,,,,,5,6,6,4,4,4,1,,,3,11,,,4,,,,,11,6,6,6,0,,,,7,3,,CANADA,13,4,1,0,2,2,2,1,0.2847177143,,150,CALGARY,AB
552,540,234,13,SAT,92,G,1,3,1,1,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,12/31/1899 10:30:00 AM,0,,,3,,,,2,1,1,1,1,1,1,3,3,4,4,5,3,6,6,6,6,6,6,6,6,3,14,,,,,5,6,6,5,5,5,0,,,5,1,,,4,,,,,11,6,6,6,0,,,,9,3,,CANADA,13,5,2,2,2,2,2,1,0.2847177143,,150,CALGARY,AB
553,541,234,13,SAT,92,G,1,3,1,1,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,12/31/1899 10:30:00 AM,3,,,3,,,,2,1,1,2,1,1,1,4,4,4,4,4,4,6,6,4,6,6,6,6,6,4,1,102,106,103,,3,6,6,3,3,3,0,,,3,11,,,4,,,,,11,6,6,6,0,,,,6,3,,CANADA,13,2,2,2,2,2,2,1,0.2847177143,,150,CALGARY,AB
554,542,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:30 AM,12/31/1899 10:30:00 AM,3,,,3,,,,2,2,1,1,1,2,1,4,5,4,3,4,5,6,4,5,5,5,6,6,6,5,2,,,,,5,5,5,5,5,5,1,,,5,1,3,,3,,,,,11,5,5,5,2,,,,10,3,,AUSTRALIA,19,2,2,1,3,2,2,1,0.2847177143,,120,PERTH,
